,Data Source,Import/Export,Date,HS Code,Product Description,Purchaser,Supplier,Weight,Quantity,Amount,Destination,Origin,Product,Month/Year
568,All of Vietnam,Export,2024-05-17,20089990.0,"Xoài sấy- Dried mango Slices, Hàng mới 100%#&VN",Food Castle,Công ty TNHH Bigitexco,,21760.0,2301.1,United States of America,Vietnam,Xoài sấy,2024-05
569,All of Vietnam,Export,2024-05-17,20089990.0,20089990#&XOAI SAY DEO( SOFT DRIED MANGO - WHOLE - TYPE): 10000KG (20KG/THUNG=500THUNG)#&VN,"Kio Korea Co.,Ltd",Công Ty Cp Nông Nghiệp Hữu Cơ An Phú,,5000.0,654.6,South Korea,Vietnam,Xoài sấy,2024-05
570,All of Vietnam,Export,2023-12-28,19059080.0,"""XÔI XOÀI SẤY KHÔ / MANGO STICKY RICE VACUUM FREEZE DRIED (100% NATURAL) TL:100G/BAG ,MFG: WINTHE DAY SIAM TRADER COMPANY""#&VN",Thao Nguyen,Công ty TNHH Dịch Vụ Phương Bình An,,30.0,1.1,United States of America,Vietnam,Xoài sấy,2023-12
571,All of Vietnam,Export,2023-12-28,20079990.0,"""SOFT DRIED MANGO CHILI SALT / XOÀI SẤY MUỐI ỚT (500 GRAM / BOX), NSX:: EXIM FOOD SHOP , HÀNG CÁ NHÂN MỚI 100%.""#&VN",William Do,Công ty TNHH Dịch Vụ Phương Bình An,,3.0,0.2,United States of America,Vietnam,Xoài sấy,2023-12
572,All of Vietnam,Export,2023-12-27,20089990.0,"Xoài sấy dẻo - Soft dried mango. Quy cách: 100g/túi, 20 túi/ thùng.NSX: 25/12/2023, HSD: 25/12/2024. Hàng mới 100%#&VN","Shanghai Urban Shock Retail Co., Ltd",Công ty TNHH Thương Mại Trung Minh Thành,,200.0,79.2,China,Vietnam,Xoài sấy,2023-12
573,All of Vietnam,Export,2023-12-26,20060000.0,"Xoài sấy dẻo, nhãn hiệu- SOFT DRIED MANGO 100GR. Hàng mới 100%#&VN","Byul Food Co., Ltd",Công ty TNHH MTV Tam Ngọc,,2000.0,268.2,South Korea,Vietnam,Xoài sấy,2023-12
574,All of Vietnam,Export,2024-05-15,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 500GR - Packing: 500Gr/Bag, 40 Bags/Carton.Hàng mới 100%#&VN",Of Global Gida Ic Ve Disticaret Limited Sirketi,Công ty TNHH MTV Tam Ngọc,,20640.0,2842.6,Poland,Vietnam,Xoài sấy,2024-05
575,All of Vietnam,Export,2024-05-09,20089990.0,"Xoài sấy (Dried Mango), quy cách đóng gói: 20 Pack*500 Gram/Box. Hàng mới 100%. Hàng F.O.C#&VN","Tiekeju Gildija, Uab",Công ty TNHH Atl Global,,500.0,65.4,Lithuania,Vietnam,Xoài sấy,2024-05
576,All of Vietnam,Export,2023-12-25,20089990.0,Xoài sấy dẻo - Soft dried Mango (Sample)#&VN,"Eastroc Beverage Co. Ltd.,",CTCP Tập Đoàn Tiến Thịnh,,1.0,0.0,China,Vietnam,Xoài sấy,2023-12
577,All of Vietnam,Export,2023-12-23,20089990.0,Xoài sấy dẻo - Soft Dried Mango 100g ( 100 gr/bag x 50 bags/carton ). Hàng mới 100%#&VN,"Ggaturi Co., Ltd.",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,21.0,23.8,South Korea,Vietnam,Xoài sấy,2023-12
578,All of Vietnam,Export,2023-12-23,20089990.0,Xoài sấy dẻo - Soft Dried Mango 10 KGS/CARTON. Hàng mới 100%#&VN,"Yangsoofood Co., Ltd.",Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,100.0,138.9,South Korea,Vietnam,Xoài sấy,2023-12
579,All of Vietnam,Export,2024-05-09,20089990.0,"Xoài sấy (Dried Mango), quy cách đóng gói: 20 Pack*500 Gram/Box. Hàng mới 100%#&VN","Tiekeju Gildija, Uab",Công ty TNHH Atl Global,,13570.0,1774.3,Lithuania,Vietnam,Xoài sấy,2024-05
580,All of Vietnam,Export,2023-12-22,48211090.0,"Nhãn in bằng giấy HESED Cambodia Dried Mango 500g 80x145mm, hàng mới 100%#&VN",Qlm Label Makers - Cambodia,Công ty TNHH In Nhãn Bao Bì Hoàng Hà,,3000.0,5.6,Cambodia,Vietnam,Xoài sấy,2023-12
581,All of Vietnam,Export,2023-12-22,20089990.0,XHL1S#&Xoài sấy dẻo cắt nhỏ - Dried Mango diced (1kg/bag); Hàng mới 100%#&VN,"Bizneer Corporation Co.,Ltd",CTCP Công Nghệ Thực Phẩm Lương Gia,,100.0,17.1,South Korea,Vietnam,Xoài sấy,2023-12
582,All of Vietnam,Export,2023-12-21,20079990.0,"""DRIED SWEET MANGO (XOÀI SẤY DẺO) 300G/BAG, NSX: DAN VIEN XITO PHUOC HOA , HÀNG CÁ NHÂN MỚI 100%.""#&VN",Huyen Thi Nguyen,Công ty TNHH Dịch Vụ Phương Bình An,,4.0,0.2,United States of America,Vietnam,Xoài sấy,2023-12
583,All of Vietnam,Export,2023-12-21,20079990.0,"""DRIED SWEET MANGO (XOÀI SẤY DẺO) 400G/BAG, NSX: POMELO , HÀNG CÁ NHÂN MỚI 100%.""#&VN",Huyen Thi Nguyen,Công ty TNHH Dịch Vụ Phương Bình An,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2023-12
584,All of Vietnam,Export,2023-12-20,20089990.0,XAZ500S#&Xoài chín cây sấy dẻo - Dried Mango A (500g/Bag); Hàng mới 100%#&VN,"George And Stephen, S.R.O",CTCP Công Nghệ Thực Phẩm Lương Gia,,80.0,10.1,Czechia,Vietnam,Xoài sấy,2023-12
585,All of Vietnam,Export,2023-12-20,20089990.0,XZ40S#&Xoài sấy dẻo - Dried Mango (40/bag); Hàng mới 100%#&VN,"George And Stephen, S.R.O",CTCP Công Nghệ Thực Phẩm Lương Gia,,81000.0,518.8,Czechia,Vietnam,Xoài sấy,2023-12
586,All of Vietnam,Export,2023-12-19,20060000.0,"Xoài sấy dẻo , nhãn hiệu- SOFT DRIED MANGO -Khối lượng tịnh : 10kg/carton. Hàng mới 100%#&VN",Yeonseung Fnb,Công ty TNHH Thủy Sản Vũng Tàu,,3500.0,531.0,Vietnam,Vietnam,Xoài sấy,2023-12
587,All of Vietnam,Export,2023-12-19,20060000.0,"Xoài sấy khô WW(1 túi/ 500gr), WW Dried Mango slices 500gr,500gr*80. Hàng mới 100%#&VN",Pyt Trading Company Pty Ltd,Công ty TNHH Sản Xuất Thương Mại Dịch Vụ Nhà Hàng Đông Hưng,,480.0,20.8,Australia,Vietnam,Xoài sấy,2023-12
588,All of Vietnam,Export,2024-05-09,20089990.0,Xoài sấy dẻo - Dried Mango (1kg - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,5000.0,565.7,Belarus,Vietnam,Xoài sấy,2024-05
589,All of Vietnam,Export,2024-05-09,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,13000.0,1470.9,Belarus,Vietnam,Xoài sấy,2024-05
590,All of Vietnam,Export,2024-05-09,20089990.0,Xoài sấy dẻo - Dried Mango (300gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,6006.0,694.7,Belarus,Vietnam,Xoài sấy,2024-05
591,All of Vietnam,Export,2023-12-18,20060000.0,"Xoài sấy dẻo thái lát tẩm đường (được nhúng trong nước đường, đã sấy) -DRIED MANGO(CANDIED FRUIT) đã đóng gói, 10kg/thùng. NSX:30.11.23, HSD:12 tháng. CSSX: Cty CP Phú Qúy Gia Việt Nam. Mới 100%#&VN",Dongxing City Chengji Border People'S Mutual Assistance Group,CTCP Phú Quý Gia Việt Nam,,30000.0,1714.8,China,Vietnam,Xoài sấy,2023-12
592,All of Vietnam,Export,2023-12-15,20060000.0,"Xoài sấy dẻo - Soft Dried Mango, 5 kg/bag, 4 bags/carton. Hàng mới 100%#&VN",Usa Produce,Công ty TNHH Vinaxo,,18000.0,2159.4,United States of America,Vietnam,Xoài sấy,2023-12
593,All of Vietnam,Export,2023-12-15,8045022.0,"XOÀI SẤY DẺO (SOFT DRIED MANGO), 500g/bag x15. HÀNG MỚI 100%#&VN","Tiekeju Gildija, Uab",Công ty TNHH Atl Global,,11362.5,1469.9,Vietnam,Vietnam,Xoài sấy,2023-12
594,All of Vietnam,Export,2023-12-15,20060000.0,"Xoài sấy dẻo / SOFT DRIED MANGO 150G, quy cách: 24 gói/thùng, nhãn hiệu: TOPVALU, hàng mới 100%#&VN",Aeon Co. (M) Bhd,Công ty TNHH Aeon Topvalu Việt Nam,,1680.0,75.7,Malaysia,Vietnam,Xoài sấy,2023-12
595,All of Vietnam,Export,2024-05-08,20089990.0,"Xoài tẩm đường sấy dẻo - DRIED WHOLE MANGO PACKED IN 7OG, đóng gói: 70grams/ bag. Hàng mới 100%#&VN",Sc Cintro Com Srl,Công ty TNHH Xuất Khẩu Chuối Minh Châu,,19759.25,2409.6,Russia,Vietnam,Xoài sấy,2024-05
596,All of Vietnam,Export,2024-05-07,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO 500gr - Packing: 500Gr/Tray, 20 Trays/Carton.. Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2504.3,Kazakhstan,Vietnam,Xoài sấy,2024-05
597,All of Vietnam,Export,2024-05-04,20089990.0,XB500S#&Xoài sấy dẻo - Dried Mango Jes's (500g/bag); Hàng mới 100%#&VN,"Llp ""Asiya Treyd""",CTCP Công Nghệ Thực Phẩm Lương Gia,,51000.0,3632.4,Kazakhstan,Vietnam,Xoài sấy,2024-05
598,All of Vietnam,Export,2024-05-02,20089990.0,"XOÀI SẤY DẺO - Soft Dried Mango 1 kg x 20 bags/carton, Hàng mới 100%#&VN","Taiwan Rich Village Confectionery Industrial Co., Ltd.",Công ty TNHH Ba Sương Thống Nhất,,3000.0,415.3,Taiwan,Vietnam,Xoài sấy,2024-05
599,All of Vietnam,Export,2024-04-26,20089990.0,XOÀI SẤY DẺO ( SOFT DRIED MANGO - WHOLE - TYPE): 8500KG (20KG/THUNG=425THUNG)#&VN,Jif International Ltd,Công Ty Cp Nông Nghiệp Hữu Cơ An Phú,,8500.0,1110.7,Vietnam,Vietnam,Xoài sấy,2024-04
600,All of Vietnam,Export,2023-12-14,8109099.0,"""DRIED MANGO (500GRAM/UNK)/XOÀI SẤY DẼO,MANUFACTURE: KIKI FOOD PTY LTD ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Nina Tran,Công ty TNHH Dịch Vụ Phương Bình An,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2023-12
601,All of Vietnam,Export,2024-04-25,20089990.0,"Xoài tẩm đường sấy dẻo - DRIED WHOLE MANGO PACKED IN 7OG, đóng gói: 70grams/ bag. Hàng mới 100%#&VN",Sc Cintro Com Srl,Công ty TNHH Xuất Khẩu Chuối Minh Châu,,19759.25,2408.3,Russia,Vietnam,Xoài sấy,2024-04
602,All of Vietnam,Export,2024-04-24,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO 500gr - Packing: 500Gr/Tray, 20 Trays/Carton.. Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2502.9,Kazakhstan,Vietnam,Xoài sấy,2024-04
603,All of Vietnam,Export,2024-04-23,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO 500gr - Packing: 500Gr/Tray, 20 Trays/Carton.. Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2502.9,Kazakhstan,Vietnam,Xoài sấy,2024-04
604,All of Vietnam,Export,2024-04-19,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO 500gr - Packing: 500Gr/Tray, 20 Trays/Carton.. Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2473.1,Kazakhstan,Vietnam,Xoài sấy,2024-04
605,All of Vietnam,Export,2023-12-12,8134090.0,"Hỗn hợp trái cây sấy - Dried fruit mix (dried mango, dried papaya, dried jackfruit and dried pineapple), đóng gói 10 kg/ thùng, hàng mới 100%#&VN",Individual Entrepreneur Shevchenko Olga Valerievna,Công ty TNHH V.Kaus,,200.0,185.4,Vietnam,Vietnam,Xoài sấy,2023-12
606,All of Vietnam,Export,2023-12-12,8045022.0,"Xoài xấy dẻo loại 2 - Dried Mango 2nd grade, đóng gói 10kg/ thùng, hàng mới 100%#&VN",Individual Entrepreneur Shevchenko Olga Valerievna,Công ty TNHH V.Kaus,,400.0,468.5,Vietnam,Vietnam,Xoài sấy,2023-12
607,All of Vietnam,Export,2023-12-12,8045022.0,"Xoài xấy dẻo loại 3 - Dried Mango 3rd grade, đóng gói 10 kg/ thùng, hàng mới 100%#&VN",Individual Entrepreneur Shevchenko Olga Valerievna,Công ty TNHH V.Kaus,,1000.0,927.2,Vietnam,Vietnam,Xoài sấy,2023-12
608,All of Vietnam,Export,2023-12-12,20079990.0,"""MỨT XOÀI (DRIED MANGO JAM) 0.5KGS/BAG ,MFG: HUU NGHIA FOOD JOINT STOCK COMPANY ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Muon Van Le,Công ty TNHH Dịch Vụ Mkc,,2.0,0.1,United States of America,Vietnam,Xoài sấy,2023-12
609,All of Vietnam,Export,2024-04-19,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - bag); Hàng mới 100%#&VN,"Llc ""Global Muslim Nuts""",Công ty TNHH Thực Phẩm Nodavi,,14000.0,1564.3,Ukraine,Vietnam,Xoài sấy,2024-04
610,All of Vietnam,Export,2023-12-12,20089990.0,"Xoài sấy muối ớt /Dried Mango with Salt and Chili/ nhãn hiệu TÂN THÀNH NGÂN - 300g/hũ, 24 hũ/thùng, 10 thùng- boxes. hàng mới 100%#&VN","Tien Thien Thanh International Trade Co., Ltd",Công ty TNHH Thương Mại Quốc Tế Tân Phú Quý,,10.0,4.6,Vietnam,Vietnam,Xoài sấy,2023-12
611,All of Vietnam,Export,2023-12-12,8045022.0,Xoài sấy dẻo (SOFT DRIED MANGO) 65 x 300gram/túi zip/carton. Hàng mới 100%#&VN,Scanesia As,Công ty TNHH Sunrise Ins,,13162.5,1791.5,Norway,Vietnam,Xoài sấy,2023-12
612,All of Vietnam,Export,2023-12-11,8109099.0,"""DRIED MANGO-XOÀI SẤY (500G/1 BOX) ,MANUFACTURE BY: HAI CHAU SEAFOOD COMPANY LIMITED ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Rose Vy,Công ty TNHH Dịch Vụ Mkc,,29.0,1.7,United States of America,Vietnam,Xoài sấy,2023-12
613,All of Vietnam,Export,2024-04-19,20089990.0,Xoài sấy dẻo - Dried Mango (250gram - bag); Hàng mới 100%#&VN,"Llc ""Global Muslim Nuts""",Công ty TNHH Thực Phẩm Nodavi,,8000.0,913.7,Ukraine,Vietnam,Xoài sấy,2024-04
614,All of Vietnam,Export,2024-04-17,20089990.0,XOÀI SẤY DẺO ( SOFT DRIED MANGO - WHOLE - TYPE): 8500KG (20KG/THUNG=425THUNG)#&VN,Jif International Ltd,Công Ty Cp Nông Nghiệp Hữu Cơ An Phú,,8500.0,1097.5,South Korea,Vietnam,Xoài sấy,2024-04
615,All of Vietnam,Export,2023-12-09,19059090.0,"""SOFT DRIED MANGO / XOÀI SẤY DẺO 500G/BAG MANUFACTUERED BY: THANH MAI -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Tran Trong Quoc Cuong,Công ty TNHH Dịch Vụ Mkc,,2.0,0.1,United States of America,Vietnam,Xoài sấy,2023-12
616,All of Vietnam,Export,2023-12-08,8109099.0,"""SOFT DRIED MANGO - XOÀI SẤY DẺO -NET WEIGHT: 4.5KGS/BAG ,MANUFACTURED BY: NGOC NHAN BAKERY PROCESSING FACILITY ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Harry Pham,Công ty TNHH Dịch Vụ Mkc,,5.0,1.8,Canada,Vietnam,Xoài sấy,2023-12
617,All of Vietnam,Export,2023-12-08,9024090.0,"""DRIED MANGO TEA: TRÀ VỊ XOÀI (10G*20/BOX) , NSX: THAO VU CO., LTD , HÀNG QUÀ TẶNG MỚI 100%.""#&VN",Thanh Van Phan,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,75.0,1.3,Vietnam,Vietnam,Xoài sấy,2023-12
618,All of Vietnam,Export,2024-04-15,20089990.0,Xoài thái lát sấy khô gói 85g Mangobana - Mangobana Dried Mango 85g (Stand Zipper bag). Hàng đóng 85g/gói x 20 gói/carton ( N.W:1.7 kg carton - G.W:2.1 kg/carton ).Xx: Việt Nam. Hàng mới 100%#&VN,Global Foods Sourcing International,Công ty TNHH Thương Mại Dịch Vụ Nông Sản Diệu Phú,,300.0,89.8,South Korea,Vietnam,Xoài sấy,2024-04
619,All of Vietnam,Export,2024-04-15,20089990.0,Xoài thái lát sấy khô gói 85g hiệu Royal - Royal Dried Mango 85g. Hàng đóng 85g/gói x 20 gói/carton ( N.W: 1.7 kgs/ carton - G.W: 2.1 kgs/carton ). Xx: Việt Nam. Hàng mới 100%.#&VN,Global Foods Sourcing International,Công ty TNHH Thương Mại Dịch Vụ Nông Sản Diệu Phú,,200.0,59.8,South Korea,Vietnam,Xoài sấy,2024-04
620,All of Vietnam,Export,2024-04-15,20089990.0,Xoài thái lát sấy khô gói 45g hiệu Royal - Royal Dried Mango 45g. Hàng đóng 45g/gói x 20 gói/carton ( N.W: 0.9 kgs/ carton - G.W: 1.2kgs/carton ). Xx: Việt Nam. Hàng mới 100%.#&VN,Global Foods Sourcing International,Công ty TNHH Thương Mại Dịch Vụ Nông Sản Diệu Phú,,1679.0,300.2,South Korea,Vietnam,Xoài sấy,2024-04
621,All of Vietnam,Export,2024-04-12,20089990.0,XVC705M#&Xoài sấy dẻo - Dried Mango Slices (75% - 85%) (70gr/gói x 50 gói/thùng). Hàng mới 100%#&VN,Delpasso Llc,CTCP Công Nghệ Thực Phẩm Lương Gia,,3360.0,1662.0,Russia,Vietnam,Xoài sấy,2024-04
622,All of Vietnam,Export,2023-12-07,20089940.0,"Mứt xoài sấy dẻo DRIED MANGO, hàng đóng 16 thùng, mới 100%#&VN",Sunlife Import And Export Pty Ltd,Công ty TNHH Sáu Ri,,128.0,26.9,Australia,Vietnam,Xoài sấy,2023-12
623,All of Vietnam,Export,2023-12-07,20060000.0,"Xoài sấy dẻo thái lát- Dried Mango (Candied Fruit) đã đóng gói, 200g/bag/50 bag/10kgs/ thùng. NSX: 04/12/2023 ,HSD: 03/12/2024, NSX: Công ty CP Phú Qúy Gia Việt Nam. Hàng mới 100%#&VN",Shd Planning,CTCP Phú Quý Gia Việt Nam,,100.0,17.5,South Korea,Vietnam,Xoài sấy,2023-12
624,All of Vietnam,Export,2024-04-12,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 500GR - Packing: 500Gr/Bag, 40 Bags/Carton.Hàng mới 100%#&VN",Uab Atlantic Way,Công ty TNHH MTV Tam Ngọc,,24000.0,2972.4,Lithuania,Vietnam,Xoài sấy,2024-04
625,All of Vietnam,Export,2024-04-11,20089990.0,Xoài sấy dẻo - Dried Mango (1kg - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,4000.0,455.8,Belarus,Vietnam,Xoài sấy,2024-04
626,All of Vietnam,Export,2023-12-05,8109099.0,"""DRIED SOFT MANGO ( XOÀI SẤY CHÍN DẺO), 0.5KG/BAG,MANUFACTURER:LUONG GIA FOOD TECHNOLOGY CORPORATION,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Sophie Nguyen,Công ty TNHH Dịch Vụ Mkc,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2023-12
627,All of Vietnam,Export,2023-12-05,20089990.0,"Xoài sấy dẻo (SOFT DRIED MANGO) 200gram/túi, 50 túi/carton, hàng mới 100% #&VN","Thuan Huong Ltd Liability Co .,",Công ty TNHH Thương Mại Sản Xuất Thuận Hương,,20.0,28.0,United States of America,Vietnam,Xoài sấy,2023-12
628,All of Vietnam,Export,2024-04-11,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,12000.0,1367.3,Belarus,Vietnam,Xoài sấy,2024-04
629,All of Vietnam,Export,2024-04-11,20089990.0,Xoài sấy dẻo - Dried Mango (300gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,8001.0,931.5,Belarus,Vietnam,Xoài sấy,2024-04
630,All of Vietnam,Export,2024-04-11,20089990.0,Xoài sấy dẻo / SOFT DRIED MANGO #&VN,Aliments Medaillon Foods Inc.,CTCP Tập Đoàn Tiến Thịnh,,20528.64,3368.3,Canada,Vietnam,Xoài sấy,2024-04
631,All of Vietnam,Export,2024-04-08,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO 500gr - Packing: 500Gr/Tray, 20 Trays/Carton.. Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2467.1,Kazakhstan,Vietnam,Xoài sấy,2024-04
632,All of Vietnam,Export,2023-12-02,8109099.0,Xoài sấy khô đóng gói bao bì hoàn chỉnh ( 5Kg/thùng)- Dried Mango. Hàng mới 100%#&VN,Premier Green Limited,Công ty TNHH Xuất Nhập Khẩu V I N A G R I N,,1.0,1.1,Hong Kong,Vietnam,Xoài sấy,2023-12
633,All of Vietnam,Export,2024-04-04,20089990.0,XB500M#&Xoài sấy dẻo - Dried Mango Jes's (500g/bag); Hàng mới 100%#&VN,"Llp ""Asiya Treyd""",CTCP Công Nghệ Thực Phẩm Lương Gia,,32400.0,2256.5,Kazakhstan,Vietnam,Xoài sấy,2024-04
634,All of Vietnam,Export,2023-12-01,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO GOOD FRUIT 100GR- Packing: 100Gr/Bag, 90 Bags/Carton.. Hàng mới 100%#&VN",Kdv Group Llc,Công ty TNHH MTV Tam Ngọc,,235800.0,3686.1,Russia,Vietnam,Xoài sấy,2023-12
635,All of Vietnam,Export,2024-04-04,20089990.0,XB500M#&Xoài sấy dẻo - Dried Mango Jes's (500g/bag); Hàng mới 100%#&VN,"Llp ""Asiya Treyd""",CTCP Công Nghệ Thực Phẩm Lương Gia,,16800.0,1170.1,Kazakhstan,Vietnam,Xoài sấy,2024-04
636,All of Vietnam,Export,2023-12-01,20089990.0,Xoài sấy dẻo - Soft dried mango#&VN,"Henan Silk Road Import And Export Trading Co., Ltd.",CTCP Tập Đoàn Tiến Thịnh,,0.2,0.0,China,Vietnam,Xoài sấy,2023-12
637,All of Vietnam,Export,2023-11-30,8109099.0,"""DRIED MANGO (400G/BAG - XOÀI SẤY),MANUFACETURE: AN VAT THANH LEE ,HÀNG TẶNG- MỚI 100%""#&VN",Huong Huynh,Công ty TNHH Dịch Vụ Mkc,,10.0,0.7,United States of America,Vietnam,Xoài sấy,2023-11
638,All of Vietnam,Export,2024-04-04,20089990.0,"Xoài sấy (Dried Mango), quy cách đóng gói: 20 Pack*500 Gram/Box. Hàng mới 100%. Hàng F.O.C#&VN","Tiekeju Gildija, Uab",Công ty TNHH Atl Global,,500.0,64.0,Lithuania,Vietnam,Xoài sấy,2024-04
639,All of Vietnam,Export,2024-04-04,20089990.0,"Xoài sấy (Dried Mango), quy cách đóng gói: 20 Pack*500 Gram/Box. Hàng mới 100%#&VN","Tiekeju Gildija, Uab",Công ty TNHH Atl Global,,24570.0,3144.3,Lithuania,Vietnam,Xoài sấy,2024-04
640,All of Vietnam,Export,2023-11-28,20079990.0,"""XOÀI SẤY DẺO - DRIED MANGO (1KG/BAG) MANUFACTURED BY: TOMMY ORGANIC FOOD -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Nguyen Nguyen,Công ty TNHH Logasia Scm,,2.0,0.0,United States of America,Vietnam,Xoài sấy,2023-11
641,All of Vietnam,Export,2024-04-04,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 5kg - Packing: 5Kg/Bag, 4 Bags/Carton.Hàng mới 100%#&VN",Kdv Group Llc,Công ty TNHH MTV Tam Ngọc,,24600.0,2179.5,Russia,Vietnam,Xoài sấy,2024-04
642,All of Vietnam,Export,2024-04-03,20089990.0,Xoài dẻo - Dried Mango (50gr/ bịch) Sugar free. Hàng không nhãn mác. Hàng mới 100%#&VN,"North Life Co.,Ltd.",CTCP T & C,,10080.0,119.1,Japan,Vietnam,Xoài sấy,2024-04
643,All of Vietnam,Export,2024-04-03,20089990.0,"Xoài sấy- DRIED MANGO SLICES, Hàng mới 100%#&VN",Food Castle,Công ty TNHH Bigitexco,,22.0,2274.0,United States of America,Vietnam,Xoài sấy,2024-04
644,All of Vietnam,Export,2024-04-03,20089990.0,"XOÀI SẤY DẺO - Soft Dried Mango 1 kg x 20 bags/carton, Hàng mới 100%#&VN","Taiwan Rich Village Confectionery Industrial Co., Ltd.",Công ty TNHH Ba Sương Thống Nhất,,8000.0,1082.8,Taiwan,Vietnam,Xoài sấy,2024-04
645,All of Vietnam,Export,2024-04-01,20089990.0,"Xoài sấy dẻo , nhãn hiệu- DRIED MANGO 500GR - Packing: 500Gr/Bag, 40 Bags/Carton.Hàng mới 100%#&VN",Cham International Foods Limited,Công ty TNHH MTV Tam Ngọc,,12440.0,1546.0,Romania,Vietnam,Xoài sấy,2024-04
646,All of Vietnam,Export,2023-11-28,20060000.0,"Xoài sấy dẻo thái lát tẩm đường (được nhúng trong nước đường, đã sấy) -DRIED MANGO(CANDIED FRUIT) đã đóng gói, 10kg/thùng. NSX:20.11.23, HSD:12 tháng. CSSX: Cty CP Phú Qúy Gia Việt Nam. Mới 100%#&VN",Dongxing City Chengji Border People'S Mutual Assistance Group,CTCP Phú Quý Gia Việt Nam,,30240.0,1723.8,China,Vietnam,Xoài sấy,2023-11
647,All of Vietnam,Export,2023-11-27,20079990.0,"""DRIED MANGO (80G/BOX - XOÀI SẤY DẺO) MANUFACTURE: MANH HUNG -HÀNG CÁ NHÂN, MỚI 100% ""#&VN",Truc Linh Nguyen,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,1.0,0.1,Vietnam,Vietnam,Xoài sấy,2023-11
648,All of Vietnam,Export,2023-11-27,20079990.0,"""DRIED MANGO - XOÀI SẤY DẺO (350GR/BAG), NSX: THINH PHAT CO.,LTD , HÀNG CÁ NHÂN MỚI 100%.""#&VN",Christine Lieu,Công ty TNHH Dịch Vụ Mkc,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2023-11
649,All of Vietnam,Export,2024-03-29,20089990.0,Xoài sấy dẻo SOFT DRIED MANGO. Packing: 10kgs/Carton.Hàng mới 100%#&VN,Jif International Ltd,CTCP Công Nghiệp Thực Phẩm Thabico,,5000.0,698.4,South Korea,Vietnam,Xoài sấy,2024-03
650,All of Vietnam,Export,2024-03-28,20089990.0,"XOÀI SẤY DẺO (DRIED MANGO), 5kgx2/ctn. HÀNG MỚI 100%#&VN",Yulsung Food Lab Inc.,Công ty TNHH Atl Global,,13000.0,1849.2,South Korea,Vietnam,Xoài sấy,2024-03
651,All of Vietnam,Export,2024-03-25,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO IN ZIPPER BAG 500GR - Packing: 500Gr/Bag, 20bags/Carton.Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2539.8,Kazakhstan,Vietnam,Xoài sấy,2024-03
